Entity,Code,Year,$10 a day - Number not in poverty,$6.85-$10 - Number in poverty,$3.65-$6.85 - Number in poverty,$2.15-$3.65 - Number in poverty,$2.15 a day - Number in poverty
Costa Rica,CRI,1998,1850812,687363,830362,253245,199639
Costa Rica,CRI,1999,1774201,720406,860104,280703,266016
Costa Rica,CRI,2000,1840169,702177,848914,312303,275630
Costa Rica,CRI,2001,2241325,677322,667304,260769,206502
Costa Rica,CRI,2002,2308530,668274,712225,240850,192744
Costa Rica,CRI,2003,2423758,655839,669299,241832,197882
Costa Rica,CRI,2004,2348400,716634,769365,220073,198328
Costa Rica,CRI,2005,2501276,720116,729435,221170,143890
Costa Rica,CRI,2006,2523222,756579,737200,215034,146137
Costa Rica,CRI,2007,2806511,730634,639896,182140,80838
Costa Rica,CRI,2008,2859929,742004,641740,149274,108974
Costa Rica,CRI,2009,2989780,687818,609154,163328,113047
Costa Rica,CRI,2010,3191521,709141,533037,119717,68836
Costa Rica,CRI,2011,3258097,652644,542955,144317,81913
Costa Rica,CRI,2012,3356964,643031,528426,128911,79261
Costa Rica,CRI,2013,3436452,605378,541361,129639,78705
Costa Rica,CRI,2014,3441542,669310,527477,133038,72921
Costa Rica,CRI,2015,3534829,636580,509122,137698,77013
Costa Rica,CRI,2016,3605162,637101,502405,134433,66104
Costa Rica,CRI,2017,3703206,648677,487846,95568,58545
Costa Rica,CRI,2018,3720868,620528,499771,123666,75901
Costa Rica,CRI,2019,3703457,685969,519112,122243,53751
Costa Rica,CRI,2020,3327430,777728,713089,187471,117387
Costa Rica,CRI,2021,3671764,735762,555054,127355,64022
Costa Rica,CRI,2022,3749336,703478,555844,126224,45947
Cote d'Ivoire,CIV,1985,2592284,1836581,3151509,1563696,820005
Cote d'Ivoire,CIV,1986,2094509,1777731,3979489,2000437,457274
Cote d'Ivoire,CIV,1987,1731259,1587151,3921388,2418093,1005607
Cote d'Ivoire,CIV,1988,1032652,1554284,3896167,3074784,1485306
Cote d'Ivoire,CIV,1992,805827,1205447,3720022,3633209,3473809
Cote d'Ivoire,CIV,1995,1097565,800321,4404812,4292512,3704517
Cote d'Ivoire,CIV,1998,990658,1002238,3639051,5411493,4815550
Cote d'Ivoire,CIV,2002,1075232,1287061,4094712,6086741,5140151
Cote d'Ivoire,CIV,2008,1221680,1500564,4788887,5765715,6967603
Cote d'Ivoire,CIV,2015,1256456,1600079,5830272,7017500,7892434
Cote d'Ivoire,CIV,2018,2916165,3299472,9152467,7193510,2932374
Croatia,HRV,1998,4482814,37394,11927,0,0
Croatia,HRV,1999,3980678,404521,105192,12117,10089
Croatia,HRV,2000,3927971,422637,106613,7089,3992
Croatia,HRV,2001,3663211,485397,139322,8396,3316
Croatia,HRV,2004,4188581,94599,15151,6269,0
Croatia,HRV,2008,4165450,117072,22623,4560,0
Croatia,HRV,2009,4146186,128231,27148,2134,1482
Croatia,HRV,2010,4161627,104287,29513,0,0
Croatia,HRV,2011,3599401,361687,241457,51309,26768
Croatia,HRV,2012,3501142,421953,257311,53549,33603
Croatia,HRV,2013,3490574,434628,244345,55124,31018
Croatia,HRV,2014,3567595,389177,208905,31099,41613
Croatia,HRV,2015,3622475,336139,191899,28087,25004
Croatia,HRV,2016,3683825,293942,144377,26491,25714
Croatia,HRV,2017,3701415,251650,125807,24329,21330
Croatia,HRV,2018,3787179,188585,81702,12491,17886
Croatia,HRV,2019,3819065,149314,71991,14316,10567
Croatia,HRV,2020,3815431,146307,55638,17597,12707
Cyprus,CYP,2004,1012728,3228,1385,385,958
Cyprus,CYP,2005,1033056,2944,501,495,66
Cyprus,CYP,2006,1054324,652,132,138,192
Cyprus,CYP,2007,1072561,292,750,0,270
Cyprus,CYP,2008,1091933,134,230,0,93
Cyprus,CYP,2009,1106730,2302,628,70,1244
Cyprus,CYP,2010,1123511,3832,1239,690,414
Cyprus,CYP,2011,1138406,4725,1588,275,92
Cyprus,CYP,2012,1151496,4377,443,191,49
Cyprus,CYP,2013,1156068,7729,965,1074,1132
Cyprus,CYP,2014,1158365,14208,2554,946,922
Cyprus,CYP,2015,1176185,9577,442,758,318
Cyprus,CYP,2016,1188046,8214,534,594,493
Cyprus,CYP,2017,1204964,2684,255,223,397
Cyprus,CYP,2018,1211370,5365,1109,786,201
Cyprus,CYP,2019,1220673,3980,1448,845,1890
Cyprus,CYP,2020,1234248,859,1643,631,156
Czechia,CZE,1992,9751706,490403,77014,0,0
Czechia,CZE,1993,9648035,630989,47907,1261,1663
Czechia,CZE,1996,9747990,413728,127847,25676,0
Czechia,CZE,2002,9713480,407278,76158,0,0
Czechia,CZE,2004,9679205,386643,128343,2910,0
Czechia,CZE,2005,9835532,294699,75084,5397,504
Czechia,CZE,2006,9854063,302552,74536,1016,6738
Czechia,CZE,2007,10051057,177345,51732,6757,11937
Czechia,CZE,2008,10143020,190536,38291,9352,3404
Czechia,CZE,2009,10151930,207509,78224,5016,1257
Czechia,CZE,2010,10211319,171176,79135,8991,3789
Czechia,CZE,2011,10221012,194552,70352,5337,4835
Czechia,CZE,2012,10263857,155114,77287,11142,3385
Czechia,CZE,2013,10225421,214550,68367,1130,4804
Czechia,CZE,2014,10260006,179150,79407,6784,0
Czechia,CZE,2015,10310681,188786,44254,1414,924
Czechia,CZE,2016,10389991,100696,67212,8433,0
Czechia,CZE,2017,10484409,55719,41728,12582,0
Czechia,CZE,2018,10533293,71231,20216,4246,942
Czechia,CZE,2019,10557420,85337,29113,0,0
Czechia,CZE,2020,10547284,105227,43539,937,871
Democratic Republic of Congo,COD,2004,73562,89452,1165998,3330059,50156536
Democratic Republic of Congo,COD,2012,643793,1217151,6781963,12753168,49601795
Denmark,DNK,1987,5037467,25703,25501,12851,25502
Denmark,DNK,1992,5093933,25745,13074,13074,25544
Denmark,DNK,1995,5220427,0,0,12946,0
Denmark,DNK,2000,5326269,0,13347,0,0
Denmark,DNK,2003,5352978,15346,2366,1380,18504
Denmark,DNK,2004,5368737,13861,4027,875,17023
Denmark,DNK,2005,5373825,20556,9977,1263,13811
Denmark,DNK,2006,5396561,21946,6994,4294,7477
Denmark,DNK,2007,5406476,23649,12427,18126,760
Denmark,DNK,2008,5446226,4989,22375,13812,6219
Denmark,DNK,2009,5446469,19716,21721,7862,27327
Denmark,DNK,2010,5522296,12180,5524,4505,3178
Denmark,DNK,2011,5511487,23977,35108,0,0
Denmark,DNK,2012,5517954,49084,24534,0,0
Denmark,DNK,2013,5554715,24174,18585,0,17458
Denmark,DNK,2014,5574094,30641,25008,2298,11434
Denmark,DNK,2015,5649710,9783,9459,4561,9970
Denmark,DNK,2016,5693620,3491,13722,1231,15946
Denmark,DNK,2017,5749399,1038,4681,1739,8123
Denmark,DNK,2018,5767722,10917,1873,3268,9856
Denmark,DNK,2019,5782932,8787,3172,4913,14618
Denmark,DNK,2020,5793259,17018,7188,4318,9621
Djibouti,DJI,2002,57776,79950,243881,229595,177927
Djibouti,DJI,2012,121641,107648,322692,214397,187919
Djibouti,DJI,2013,98080,90287,318693,222474,242219
Djibouti,DJI,2017,106706,117038,360880,257141,198468
Dominican Republic,DOM,1986,2962666,1129931,1352372,659141,450215
Dominican Republic,DOM,1989,1424131,996738,1976726,1361842,1220596
Dominican Republic,DOM,1992,2204387,1323455,2180076,1153038,566384
Dominican Republic,DOM,1996,3074028,1548616,1982609,890255,516806
Dominican Republic,DOM,1997,3433743,1502545,1893815,760021,559952
Dominican Republic,DOM,2000,3693066,1337591,2136747,799922,573465
Dominican Republic,DOM,2001,3625369,1530100,2113813,954346,445412
Dominican Republic,DOM,2002,3683250,1590449,1964535,887179,669688
Dominican Republic,DOM,2003,3017086,1530690,2423889,1172356,775831
Dominican Republic,DOM,2004,2452339,1433304,2635507,1472313,1049664
Dominican Republic,DOM,2005,3167612,1577793,2460616,1279680,679067
Dominican Republic,DOM,2006,3590758,1520015,2450361,1142289,580745
Dominican Republic,DOM,2007,3407575,1833430,2461481,1129201,570519
Dominican Republic,DOM,2008,3392344,1763185,2597314,1251238,518867
Dominican Republic,DOM,2009,3705925,1806903,2512821,1170885,451527
Dominican Republic,DOM,2010,3913382,1593458,2635663,1255007,378245
Dominican Republic,DOM,2011,4007797,1772353,2762855,959106,401626
Dominican Republic,DOM,2012,3965711,1928510,2702270,1048316,386075
Dominican Republic,DOM,2013,4134235,1908341,2721179,1091446,301850
Dominican Republic,DOM,2014,4681238,2025635,2450562,779620,345060
Dominican Republic,DOM,2015,5193537,2053861,2238834,655814,263786
Dominican Republic,DOM,2016,5619905,1883049,2177176,633734,213728
Dominican Republic,DOM,2017,5706613,2220434,2148650,464910,106637
Dominican Republic,DOM,2018,6063837,2310828,1938631,362285,89950
Dominican Republic,DOM,2019,6476368,2208257,1812479,294166,90612
Dominican Republic,DOM,2020,5975445,2470374,1984603,463709,105533
Dominican Republic,DOM,2021,5944793,2591103,2098953,388108,94916
East Asia and Pacific (PIP),,1990,28525048,30319078,143382710,345599716,1053516198
East Asia and Pacific (PIP),,1991,31237966,33072523,157346445,365592281,1038761749
East Asia and Pacific (PIP),,1992,36247733,37092901,181156477,385434588,1009429710
East Asia and Pacific (PIP),,1993,40309824,42865764,209159037,406006287,973715501
East Asia and Pacific (PIP),,1994,45548630,51452798,244084958,443416272,910028239
East Asia and Pacific (PIP),,1995,52976096,60408655,279638074,464646561,858770422
East Asia and Pacific (PIP),,1996,62599164,70676305,313802694,500177147,790723423
East Asia and Pacific (PIP),,1997,68706494,76002813,324963444,494123724,795551513
East Asia and Pacific (PIP),,1998,70700133,79921833,329811770,477054716,822434591
East Asia and Pacific (PIP),,1999,76428856,90384616,361506831,501316445,769521138
East Asia and Pacific (PIP),,2000,88825776,106868423,393022702,510579191,717859408
East Asia and Pacific (PIP),,2001,100808984,123556693,413177078,514252826,682454462
East Asia and Pacific (PIP),,2002,122772630,149656830,449747371,513800320,614641467
East Asia and Pacific (PIP),,2003,139972419,166657681,479115915,522348335,558289416
East Asia and Pacific (PIP),,2004,164513679,185037721,508594790,530087768,493467460
East Asia and Pacific (PIP),,2005,200723204,211074693,548411815,527165331,409549815
East Asia and Pacific (PIP),,2006,226919790,227123998,549966171,505460820,402384088
East Asia and Pacific (PIP),,2007,269958702,249483879,569774139,475986945,361232502
East Asia and Pacific (PIP),,2008,301632749,262262844,577929500,456794388,342274826
East Asia and Pacific (PIP),,2009,341913441,279212975,585113891,444744612,304179841
East Asia and Pacific (PIP),,2010,410396133,305805341,584312487,406353280,262438849
East Asia and Pacific (PIP),,2011,460975299,327043639,605565511,384812972,205987473
East Asia and Pacific (PIP),,2012,529104693,339385149,598179887,357863728,176847192
East Asia and Pacific (PIP),,2013,613148420,371698880,622734942,319482493,91119556
East Asia and Pacific (PIP),,2014,683187920,388264655,605748520,283989863,73188935
East Asia and Pacific (PIP),,2015,752102458,404904788,592445614,244604725,55814328
East Asia and Pacific (PIP),,2016,816392855,417255465,568600808,216228285,46808607
East Asia and Pacific (PIP),,2017,870886387,416699146,557774889,195362052,40308719
East Asia and Pacific (PIP),,2018,941401251,422107568,533880424,164648602,32597661
East Asia and Pacific (PIP),,2019,1001578031,428526419,515367610,136397441,24631735
East Asia and Pacific (PIP),,2020,977877345,453896425,531867686,126546324,26298998
East Timor,TLS,2001,21305,34879,189043,282425,365349
East Timor,TLS,2007,5368,17817,176649,402832,416696
East Timor,TLS,2014,18850,45013,300762,530596,289609
Eastern and Southern Africa (PIP),,1993,18275421,13814146,44113642,63147486,196274441
Eastern and Southern Africa (PIP),,1994,18371631,14216759,45109684,63694467,203025821
Eastern and Southern Africa (PIP),,1995,19420988,15108991,47331701,66713903,204891018
Eastern and Southern Africa (PIP),,1996,20869111,16137223,49736506,70027318,206215644
Eastern and Southern Africa (PIP),,1998,21491674,16984522,51684723,74316548,217238133
Eastern and Southern Africa (PIP),,1999,21230615,17060548,52692267,78096473,222406328
Eastern and Southern Africa (PIP),,2000,21361228,17296873,54012561,81837448,227092478
Eastern and Southern Africa (PIP),,2001,21756818,17671994,56128487,85110606,231333980
Eastern and Southern Africa (PIP),,2002,22416027,17471252,56198169,86313947,240341723
Eastern and Southern Africa (PIP),,2003,22310506,17337183,58620943,93363467,242175385
Eastern and Southern Africa (PIP),,2004,23794455,18268199,66523470,102695117,234000314
Eastern and Southern Africa (PIP),,2005,25522900,19592210,73371661,108399978,230267088
Eastern and Southern Africa (PIP),,2006,27913919,21655126,78610671,112971076,228357724
Eastern and Southern Africa (PIP),,2007,30692494,23810075,83783518,117815822,226304517
Eastern and Southern Africa (PIP),,2008,32226012,25313717,87569546,122897265,227742360
Eastern and Southern Africa (PIP),,2009,32619704,25735662,90733409,127333810,232987892
Eastern and Southern Africa (PIP),,2010,34982517,27496083,96434243,133046524,231500290
Eastern and Southern Africa (PIP),,2011,36566212,29510083,102263874,139017736,230435045
Eastern and Southern Africa (PIP),,2012,37650641,30479987,106077472,145149930,233172624
Eastern and Southern Africa (PIP),,2013,38896574,31888882,111405418,150633188,235068087
Eastern and Southern Africa (PIP),,2014,40227574,33396471,116095640,155190523,238740893
Eastern and Southern Africa (PIP),,2015,40935519,34612855,119698584,158856489,245904977
Eastern and Southern Africa (PIP),,2016,41383141,35705942,124093433,161649330,253545759
Eastern and Southern Africa (PIP),,2017,41901525,36415478,130114245,163908480,260406842
Eastern and Southern Africa (PIP),,2018,42714873,37109187,136256158,167369295,266307635
Ecuador,ECU,1994,2404080,1581877,3372058,2024332,1965305
Ecuador,ECU,1999,2530143,1469281,3386955,2314448,2711219
Ecuador,ECU,2000,1753231,1284144,3239468,2759895,3589769
Ecuador,ECU,2003,3622287,1995343,3591267,2116575,1975712
Ecuador,ECU,2004,3591623,1973461,3590561,2346453,2032495
Ecuador,ECU,2005,4621569,2174568,3461923,1886608,1625344
Ecuador,ECU,2006,5290482,2297485,3599752,1679073,1142269
Ecuador,ECU,2007,5464844,2390320,3605836,1576735,1214100
Ecuador,ECU,2008,5797419,2567731,3445554,1596811,1089282
Ecuador,ECU,2009,5727603,2653411,3752372,1531610,1077770
Ecuador,ECU,2010,6473232,2707182,3540912,1417120,851139
Ecuador,ECU,2011,7325732,2626123,3408854,1165539,711480
Ecuador,ECU,2012,7961406,2655230,3061285,1114894,691068
Ecuador,ECU,2013,8043758,2769675,3309082,1090878,509596
Ecuador,ECU,2014,8597270,2955938,3018589,965606,420591
Ecuador,ECU,2015,8590953,2940727,3119154,987918,557150
Ecuador,ECU,2016,8781182,3028292,3061218,981173,587720
Ecuador,ECU,2017,9285248,2891849,3036515,946817,536515
Ecuador,ECU,2018,9286428,2990407,3087128,1088237,563472
Ecuador,ECU,2019,9190533,2999766,3439633,1092280,621528
Ecuador,ECU,2020,8005539,3493588,3559071,1383753,1146644
Ecuador,ECU,2021,8976945,3180712,3698134,1304221,637725
Ecuador,ECU,2022,9531660,3081373,3681464,1133929,572574
Ecuador (urban),,1987,1234595,832772,1384565,775640,906522
Ecuador (urban),,1995,1424843,952247,2117982,1261396,922254
Ecuador (urban),,1998,1564734,1016715,2052752,1442515,1156604
Egypt,EGY,1990,4671419,7420236,25736381,16357315,3029279
Egypt,EGY,1995,4248329,7403875,30760744,19805379,1948581
Egypt,EGY,1999,7954217,12742801,35126126,13117905,966838
Egypt,EGY,2004,7016015,10236239,38456890,19404185,2409098
Egypt,EGY,2008,7305417,11600701,43122763,19407961,2407941
Egypt,EGY,2010,10396779,15284135,46065348,14601069,905082
Egypt,EGY,2012,10799318,18607984,49334569,11686394,812111
Egypt,EGY,2015,14081954,20651026,50098324,12007088,885407
Egypt,EGY,2017,10990922,16862068,51545998,19840726,2549672
Egypt,EGY,2019,13194647,19799932,54009652,17064999,1549441
El Salvador,SLV,1989,1325046,883227,1339314,726909,996329
El Salvador,SLV,1991,1132167,732108,1457367,934685,1204743
El Salvador,SLV,1995,1431183,969097,1638899,946846,762170
El Salvador,SLV,1996,1468661,868569,1674862,900273,884775
El Salvador,SLV,1998,1578072,899424,1384936,784957,1237694
El Salvador,SLV,1999,1726168,919133,1480289,776328,1021934
El Salvador,SLV,2000,1934892,986600,1505926,759862,771202
El Salvador,SLV,2001,1883745,966706,1492749,800296,844599
El Salvador,SLV,2002,1939888,923541,1483235,779218,885393
El Salvador,SLV,2003,1817184,981448,1515335,759809,953073
El Salvador,SLV,2004,1918039,994009,1669375,760834,693398
El Salvador,SLV,2005,1878349,1030543,1665490,782463,680972
El Salvador,SLV,2006,1862717,1124260,1782424,803362,461673
El Salvador,SLV,2007,1999406,1190782,1841343,706254,306346
El Salvador,SLV,2008,1924609,1053518,1795695,825971,468306
El Salvador,SLV,2009,1809518,1205624,1814481,809601,451964
El Salvador,SLV,2010,1938625,1171439,1789847,826149,387974
El Salvador,SLV,2011,1850962,1219394,1938079,801123,327791
El Salvador,SLV,2012,1936355,1321534,1913001,704691,285708
El Salvador,SLV,2013,2186993,1355272,1762682,656482,224213
El Salvador,SLV,2014,2212437,1344364,1799229,639796,213700
El Salvador,SLV,2015,2335921,1390542,1789818,570919,143866
El Salvador,SLV,2016,2468735,1360206,1673811,583183,164575
El Salvador,SLV,2017,2571072,1418865,1670649,470990,135078
El Salvador,SLV,2018,2825687,1380566,1508256,446175,115658
El Salvador,SLV,2019,3098239,1375990,1392043,325902,88043
El Salvador,SLV,2021,3276422,1244704,1242837,323766,226438
El Salvador,SLV,2022,3310411,1284214,1194187,334462,213118
Estonia,EST,1993,687800,342275,364157,79688,20208
Estonia,EST,1995,598450,373294,378306,78112,8472
Estonia,EST,1998,696380,311249,323914,52360,2253
Estonia,EST,2000,668175,333730,312437,62609,20034
Estonia,EST,2001,624615,336393,341327,68870,16910
Estonia,EST,2002,644359,336453,320690,58990,18858
Estonia,EST,2003,679090,316790,283902,74801,16137
Estonia,EST,2004,796843,285537,226365,46319,7486
Estonia,EST,2005,1114937,136683,76788,15371,10996
Estonia,EST,2006,1185914,99106,42539,8154,11097
Estonia,EST,2007,1235801,64908,27891,6378,5702
Estonia,EST,2008,1233637,63368,27724,7197,5164
Estonia,EST,2009,1215720,64853,37695,8840,7407
Estonia,EST,2010,1167563,87259,53022,13083,10548
Estonia,EST,2011,1182492,82447,40696,8800,13004
Estonia,EST,2012,1191472,76951,33981,10508,9784
Estonia,EST,2013,1187775,74430,34175,10287,11330
Estonia,EST,2014,1217572,44224,34632,7199,10918
Estonia,EST,2015,1240250,44987,18054,4223,7893
Estonia,EST,2016,1258150,33597,15159,2699,6185
Estonia,EST,2017,1274672,25186,9997,3989,3540
Estonia,EST,2018,1286875,20781,7581,3452,3288
Estonia,EST,2019,1293534,14711,6858,4405,7390
Estonia,EST,2020,1296131,15572,11395,1788,4636
Eswatini,SWZ,1994,6904,10064,41123,80695,814951
Eswatini,SWZ,2000,64286,43764,134764,209230,578452
Eswatini,SWZ,2009,74970,64970,191500,223387,540059
Eswatini,SWZ,2016,164081,85721,229500,251001,412221
Ethiopia,ETH,1995,897300,898359,4579372,11323636,39777869
Ethiopia,ETH,1999,491863,834834,5529724,20458902,37762256
Ethiopia,ETH,2004,1148756,1657054,14505129,31953426,26036661
Ethiopia,ETH,2010,2073304,3288272,20212304,36222455,27441456
Ethiopia,ETH,2015,3697571,5618071,26523278,38981339,27651636
Ethiopia (rural),,1981,171589,259385,1790602,6925696,22871193
Europe and Central Asia (PIP),,1990,248234508,79618352,88153251,33394575,14623793
Europe and Central Asia (PIP),,1991,232021216,83210794,96268750,37642003,17228242
Europe and Central Asia (PIP),,1992,205114484,86190632,107034112,45166993,24473878
Europe and Central Asia (PIP),,1993,173285578,89404829,124027806,52763615,29744002
Europe and Central Asia (PIP),,1994,160675766,81621291,125052191,63000100,39725396
Europe and Central Asia (PIP),,1995,182496927,85841864,109736761,53789799,38640699
Europe and Central Asia (PIP),,1996,166561552,86065659,121295576,57397904,39746702
Europe and Central Asia (PIP),,1997,173410771,91148296,120370566,50345407,36254801
Europe and Central Asia (PIP),,1998,173221611,88780796,121046573,53239140,35428747
Europe and Central Asia (PIP),,1999,144298476,81153909,131244281,68677483,46167740
Europe and Central Asia (PIP),,2000,156969891,86940819,127851780,57148731,42157936
Europe and Central Asia (PIP),,2001,166784048,89221667,124685609,51184775,38660028
Europe and Central Asia (PIP),,2002,178084488,91540119,120832885,45170489,34449460
Europe and Central Asia (PIP),,2003,187380140,90107887,117170295,41481035,33929849
Europe and Central Asia (PIP),,2004,209268101,91064767,105669886,34868583,29426193
Europe and Central Asia (PIP),,2005,225410965,91464971,93276430,31355863,29102608
Europe and Central Asia (PIP),,2006,245899484,88401520,84955273,26023241,25824150
Europe and Central Asia (PIP),,2007,267367360,84471029,74251677,22557330,23135205
Europe and Central Asia (PIP),,2008,293092006,78523175,61305354,19437643,20586875
Europe and Central Asia (PIP),,2009,290681466,81211516,63501943,19404915,19766019
Europe and Central Asia (PIP),,2010,302321233,76305212,58896388,19318499,19473690
Europe and Central Asia (PIP),,2011,311953580,74796116,54325474,19142792,18044470
Europe and Central Asia (PIP),,2012,318769850,72414123,52835749,18958131,17286284
Europe and Central Asia (PIP),,2013,329294302,69584165,49324536,18711181,15745914
Europe and Central Asia (PIP),,2014,332758170,68858841,47903807,19236983,16517723
Europe and Central Asia (PIP),,2015,327817692,72475530,52077581,20560427,15006287
Europe and Central Asia (PIP),,2016,331794575,73009821,52974960,19120310,13451607
Europe and Central Asia (PIP),,2017,343347079,68558631,47857222,19172878,13376025
Europe and Central Asia (PIP),,2018,349399424,68156360,46531221,18393017,11277422
Europe and Central Asia (PIP),,2019,359538475,61321268,44196247,19039694,11088822
Europe and Central Asia (PIP),,2020,359559965,61084368,44725889,19621831,11236940
Fiji,FJI,2002,276130,191743,273630,94125,14263
Fiji,FJI,2008,316192,222206,274106,75016,9211
Fiji,FJI,2013,335726,225090,297785,51531,3321
Fiji,FJI,2019,209857,225522,369602,101376,12108
Finland,FIN,1987,4896422,23719,11982,0,0
Finland,FIN,1991,4988806,12568,12366,0,0
Finland,FIN,1995,5095521,0,12269,0,0
Finland,FIN,2000,5150847,12582,12780,0,0
Finland,FIN,2003,5180557,20048,7647,2193,2569
Finland,FIN,2004,5209785,9749,4892,1685,2061
Finland,FIN,2005,5227840,6641,5789,2924,2902
Finland,FIN,2006,5241605,13308,4908,2214,4233
Finland,FIN,2007,5269085,12351,1924,1989,3371
Finland,FIN,2008,5292875,8533,5235,3894,2862
Finland,FIN,2009,5318464,13086,3938,582,2801
Finland,FIN,2010,5342894,11722,4971,877,2888
Finland,FIN,2011,5375118,6648,3007,945,2554
Finland,FIN,2012,5395385,8696,6936,99,2855
Finland,FIN,2013,5418033,11555,4413,340,4631
Finland,FIN,2014,5445818,6922,4585,573,3614
Finland,FIN,2015,5459519,8322,5499,2344,3847
Finland,FIN,2016,5474072,9578,7131,1926,2596
Finland,FIN,2017,5488723,12044,2743,1081,3623
Finland,FIN,2018,5499957,4616,4779,3042,3131
Finland,FIN,2019,5505683,7046,3357,3376,2144
Finland,FIN,2020,5522882,2277,2267,590,1527
France,FRA,1970,45650793,4005916,1940224,127183,0
France,FRA,1975,50629104,1744522,939937,268410,133760
France,FRA,1979,52975622,1099353,406640,136061,135899
France,FRA,1984,54589667,983443,421661,0,280930
France,FRA,1990,57319306,435313,146395,0,143687
France,FRA,1996,58719748,591148,297059,0,148578
France,FRA,1997,59072833,597800,151727,0,147584
France,FRA,1998,59441380,450558,150646,150206,0
France,FRA,1999,59748867,453265,151434,150854,0
France,FRA,2000,60160311,456473,152886,151714,0
France,FRA,2001,60755408,459143,0,152837,0
France,FRA,2002,61507939,155900,152395,0,0
France,FRA,2003,61667458,330730,133822,26994,97966
France,FRA,2004,62354503,175656,116517,38444,31186
France,FRA,2005,62732302,260957,161710,6220,27206
France,FRA,2006,63201933,294609,97042,17097,17580
France,FRA,2007,63817863,125030,47500,21825,9519
France,FRA,2008,64164751,136159,65534,7012,6240
France,FRA,2009,64315142,137114,181296,48628,28699
France,FRA,2010,64629684,182903,127433,33722,56833
France,FRA,2011,64934153,267235,101977,25020,16848
France,FRA,2012,65133582,324973,138629,25033,40023
France,FRA,2013,65709719,158632,48929,45150,39859
France,FRA,2014,66080827,128579,75021,15254,12386
France,FRA,2015,66152543,170167,85515,51168,88879
France,FRA,2016,66439769,116374,85959,43218,38784
France,FRA,2017,66727253,123458,46057,10620,10632
France,FRA,2018,66930541,131956,47301,34334,14216
France,FRA,2019,66864791,244334,200887,43319,34670
France,FRA,2020,67127057,151468,147664,67282,77636
Gabon,GAB,2005,375893,279234,496626,226627,79973
Gabon,GAB,2017,1026154,445786,494225,121216,52834
Gambia,GMB,1998,21130,26797,107662,195731,1004869
Gambia,GMB,2003,66556,76732,271411,357693,793865
Gambia,GMB,2010,116783,147775,519217,575621,577879
Gambia,GMB,2015,166138,258473,822518,704488,301516
Gambia,GMB,2020,219372,280213,863372,767226,443812
Georgia,GEO,1996,1140601,1015829,1439433,591869,303967
Georgia,GEO,1997,506598,628382,1445527,952298,817108
Georgia,GEO,1998,471992,627855,1473872,950103,719785
Georgia,GEO,1999,347162,501592,1350483,1052090,905865
Georgia,GEO,2000,323998,425332,1304745,1089397,933659
Georgia,GEO,2001,272075,388884,1250555,1179215,923644
Georgia,GEO,2002,479563,605408,1482551,906136,504857
Georgia,GEO,2003,485736,622167,1426427,905691,511715
Georgia,GEO,2004,514857,661970,1465252,799370,485891
Georgia,GEO,2005,500454,605126,1422782,871361,502746
Georgia,GEO,2006,475195,583620,1440887,892102,488543
Georgia,GEO,2007,432429,566724,1401886,911092,548027
Georgia,GEO,2008,539012,606573,1389968,833900,478996
Georgia,GEO,2009,517873,607248,1382130,844559,462609
Georgia,GEO,2010,513357,599675,1320482,809252,543929
Georgia,GEO,2011,557328,606075,1343309,746308,503421
Georgia,GEO,2012,641021,644551,1338141,707431,397730
Georgia,GEO,2013,785044,702101,1288221,641962,300340
Georgia,GEO,2014,836847,763874,1299501,591302,227890
Georgia,GEO,2015,856283,774260,1350649,562309,181775
Georgia,GEO,2016,851789,778054,1348952,565564,183146
Georgia,GEO,2017,914965,804952,1258346,517491,232250
Georgia,GEO,2018,894179,824219,1278373,522616,207162
Georgia,GEO,2019,872026,830763,1330254,506741,180377
Georgia,GEO,2020,702761,851058,1373617,579107,216173
Georgia,GEO,2021,757536,897768,1346653,503235,203418
Germany,DEU,1991,79628590,198367,186939,0,0
Germany,DEU,1992,80035296,392855,0,196447,0
Germany,DEU,1993,80753867,204523,197973,0,0
Germany,DEU,1994,80421504,475160,380706,0,160978
Germany,DEU,1995,80861434,410253,203867,0,202497
Germany,DEU,1996,81514404,210604,0,189823,0
Germany,DEU,1997,81448888,395666,0,190217,0
Germany,DEU,1998,81642097,214541,190557,0,0
Germany,DEU,1999,81490067,409619,0,200557,0
Germany,DEU,2000,81807100,199460,204948,0,0
Germany,DEU,2001,81950833,194982,0,204110,0
Germany,DEU,2002,81884641,408152,195702,0,0
Germany,DEU,2003,81918022,208631,207128,200395,0
Germany,DEU,2004,82104675,210769,200816,0,0
Germany,DEU,2005,82058182,205832,205408,0,0
Germany,DEU,2006,81966070,218892,191489,0,0
Germany,DEU,2007,81859127,229457,177788,0,0
Germany,DEU,2008,81717339,189807,0,202951,0
Germany,DEU,2009,81497928,201497,202882,0,0
Germany,DEU,2010,81378644,198352,0,199934,0
Germany,DEU,2011,79877607,199334,198042,0,0
Germany,DEU,2012,80025473,203860,196490,0,0
Germany,DEU,2013,80242460,202019,201126,0,0
Germany,DEU,2014,80377029,403097,0,202374,0
Germany,DEU,2015,81281565,203003,202043,0,0
Germany,DEU,2016,81939990,204041,0,204638,0
Germany,DEU,2017,81216288,614564,413248,208343,204559
Germany,DEU,2018,82291913,409948,0,203921,0
Germany,DEU,2019,82677611,210166,0,205185,0
Ghana,GHA,1987,132636,268783,1601609,3952303,8355459
